Position,Artist Name,Song Name,Days Song Released,Top 10 (xTimes),Peak Position,Number of times in Peak Position,Peak Streams,Total Streams,Total of all streams,Percentage of Total streams,,,
3606,Mustard ,Want Her,32,0,143,0,197374,5771682,2.02936E+11,0.00284409,,,
3607,Eminem ,Leaving Heaven,12,0,22,0,1124474,5770379,2.02936E+11,0.002843448,,,
3608,Beyoncé ,PLASTIC OFF THE SOFA,14,0,12,0,1047494,5766274,2.02936E+11,0.002841425,,,
3609,Lil Yachty ,NBAYOUNGBOAT,21,0,52,0,526375,5762912,2.02936E+11,0.002839769,,,
3610,Lorde ,Homemade Dynamite  REMIX,24,0,88,0,299635,5761830,2.02936E+11,0.002839236,,,
3611,Lil Baby ,Voice of the Heroes,15,0,16,0,946378,5756863,2.02936E+11,0.002836788,,,
3612,XXXTENTACION ,Train food,10,1,5,0,1618768,5756320,2.02936E+11,0.00283652,,,
3613,Marshmello ,Rescue Me,22,0,65,0,392728,5751097,2.02936E+11,0.002833947,,,
3614,"Tyler, The Creator ",SIR BAUDELAIRE,10,1,5,0,1866917,5750887,2.02936E+11,0.002833843,,,
3615,Thurl Ravenscroft ,"You're A Mean One, Mr. Grinch",13,0,60,0,1037679,5749617,2.02936E+11,0.002833217,,,
3616,Gene Autry ,Rudolph the RedNosed Reindeer,16,0,81,0,803536,5743205,2.02936E+11,0.002830058,,,
3617,Zach Bryan ,From Austin,22,0,38,0,405509,5739093,2.02936E+11,0.002828031,,,
3618,Glades ,Do Right,28,0,138,0,236921,5738391,2.02936E+11,0.002827686,,,
3619,BANNERS ,Start A Riot,50,0,112,0,138503,5732553,2.02936E+11,0.002824809,,,
3620,Charli XCX ,Break the Rules,73,0,62,0,113347,5725417,2.02936E+11,0.002821292,,,
3621,Taylor Swift ,Begin Again (Taylor's Version),11,0,22,0,1314068,5724612,2.02936E+11,0.002820896,,,
3622,Adele ,Love Is A Game,12,0,13,0,1174381,5720526,2.02936E+11,0.002818882,,,
3623,Andy Williams ,Sleigh Ride,16,0,50,0,845407,5709972,2.02936E+11,0.002813682,,,
3624,Cam ,Burning House,62,0,129,0,110131,5705652,2.02936E+11,0.002811553,,,
3625,Big Sean ,Pull Up N Wreck (& Metro Boomin),19,0,41,0,525694,5704578,2.02936E+11,0.002811024,,,
3626,Logic ,One Day,14,0,20,0,741164,5704234,2.02936E+11,0.002810854,,,
3627,Young Thug ,Millions,20,0,76,0,425493,5699964,2.02936E+11,0.00280875,,,
3628,NLE Choppa ,Shotta Flow 3,24,0,85,0,298785,5697406,2.02936E+11,0.00280749,,,
3629,G,Eazy  Moana,24,0,95,0,317064,5696559,2.02936E+11,0.002807072,,,
3630,22 Savage ,The Race,16,0,50,0,396989,5691910,2.02936E+11,0.002804781,,,
3631,BTS ,ON (Feat. Sia),14,0,21,0,754372,5690660,2.02936E+11,0.002804165,,,
3632,Taylor Swift ,It’s Nice To Have A Friend,13,0,23,0,1016790,5686995,2.02936E+11,0.002802359,,,
3633,Juice WRLD ,HeMotions,15,0,19,0,907039,5679588,2.02936E+11,0.002798709,,,
3634,Drake ,Omertà,12,1,3,1,1230180,5679485,2.02936E+11,0.002798659,,,
3635,Mac Miller ,Surf,12,0,24,0,1116570,5675629,2.02936E+11,0.002796759,,,
3636,Future ,KEEP IT BURNIN,11,2,6,0,1445587,5673973,2.02936E+11,0.002795943,,,
3637,Lil Uzi Vert ,For Real,19,0,19,0,821064,5672275,2.02936E+11,0.002795106,,,
3638,Gryffin ,Whole Heart,40,0,107,0,197926,5671321,2.02936E+11,0.002794636,,,
3639,Renée Elise Goldsberry ,Satisfied,21,0,79,0,331202,5669593,2.02936E+11,0.002793784,,,
3640,Julia Michaels ,What A Time,23,0,106,0,347557,5669256,2.02936E+11,0.002793618,,,
3641,$uicideboy$ ,Matte Black,19,0,39,0,537913,5657039,2.02936E+11,0.002787598,,,
3642,Russ ,The Flute Song,21,0,66,0,445039,5644825,2.02936E+11,0.002781579,,,
3643,Idina Menzel ,Show Yourself,19,0,66,0,386626,5643655,2.02936E+11,0.002781003,,,
3644,Alan Walker ,All Falls Down,28,0,138,0,224505,5642549,2.02936E+11,0.002780458,,,
3645,Lil Yachty ,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",19,0,22,0,713305,5640541,2.02936E+11,0.002779468,,,
3646,$NOT ,Doja,15,0,31,0,494927,5633307,2.02936E+11,0.002775904,,,
3647,Sheff G ,On Go,24,0,115,0,251683,5627997,2.02936E+11,0.002773287,,,
3648,DJ Khaled ,BEAUTIFUL,14,0,13,0,788486,5625094,2.02936E+11,0.002771857,,,
3649,Migos ,White Sand,14,1,9,0,1093347,5625006,2.02936E+11,0.002771813,,,
3650,Billie Eilish ,I Didn't Change My Number,14,1,10,0,936730,5624150,2.02936E+11,0.002771391,,,
3651,DJ Khaled ,Don't Quit,15,0,19,0,705457,5620967,2.02936E+11,0.002769823,,,
3652,Tate McRae ,feel like shit,20,0,62,0,527300,5620909,2.02936E+11,0.002769794,,,
3653,Jason Derulo ,Talk Dirty,88,0,98,0,81073,5617868,2.02936E+11,0.002768296,,,
3654,J Balvin ,Ginza,58,0,93,0,146696,5616098,2.02936E+11,0.002767424,,,
3655,Juice WRLD ,You Wouldn't Understand,12,1,6,0,1218075,5614077,2.02936E+11,0.002766428,,,
3656,Future ,Jet Lag,14,0,14,0,1053615,5613976,2.02936E+11,0.002766378,,,
3657,Bing Crosby ,What Child Is This?/The Holly And The Ivy,13,0,60,0,686457,5611498,2.02936E+11,0.002765157,,,
3658,Eminem ,No Regrets,13,0,33,0,909762,5604756,2.02936E+11,0.002761835,,,
3659,Quavo ,FLIP THE SWITCH,14,0,12,0,1098540,5593989,2.02936E+11,0.002756529,,,
3660,Linkin Park ,In The End,19,1,8,0,931080,5582847,2.02936E+11,0.002751039,,,
3661,Alesso ,Heroes (we could be),48,0,27,0,181881,5581241,2.02936E+11,0.002750247,,,
3662,Meek Mill ,Whatever You Need,29,0,88,0,300085,5573859,2.02936E+11,0.00274661,,,
3663,Drake ,Wednesday Night Interlude,38,0,23,0,313337,5569571,2.02936E+11,0.002744497,,,
3664,Matt Terry ,Sucker for You,26,0,105,0,274989,5568177,2.02936E+11,0.00274381,,,
3665,R3HAB ,I Just Can't,28,0,118,0,247781,5565868,2.02936E+11,0.002742672,,,
3666,ScHoolboy Q ,Man Of The Year,93,0,124,0,83526,5554566,2.02936E+11,0.002737103,,,
3667,Lil Nas X ,TALES OF DOMINICA,13,0,19,0,923575,5550039,2.02936E+11,0.002734872,,,
3668,DJ Luian ,Verte Ir,26,0,174,0,260229,5547596,2.02936E+11,0.002733668,,,
3669,DLOW ,Bet You Can't Do It Like Me,47,0,97,0,152348,5545139,2.02936E+11,0.002732457,,,
3670,Swae Lee ,Someone Said,17,0,54,0,541003,5538568,2.02936E+11,0.00272922,,,
3671,ZAYN ,iT's YoU,37,0,50,0,276143,5534512,2.02936E+11,0.002727221,,,
3672,Kanye West ,Black Skinhead,94,0,134,0,71804,5526688,2.02936E+11,0.002723365,,,
3673,The xx ,On Hold,26,0,50,0,338335,5521231,2.02936E+11,0.002720676,,,
3674,One Direction ,Olivia,27,0,27,0,378850,5510342,2.02936E+11,0.002715311,,,
3675,Flo Rida ,Dirty Mind,47,0,105,0,150505,5504936,2.02936E+11,0.002712647,,,
3676,Kane Brown ,Thank God,18,0,38,0,499845,5503408,2.02936E+11,0.002711894,,,
3677,Kenny Chesney ,Get Along,25,0,90,0,311695,5494242,2.02936E+11,0.002707377,,,
3678,Kendrick Lamar ,Mother I Sober,8,0,17,0,1783894,5486190,2.02936E+11,0.002703409,,,
3679,Beyoncé ,Flawless Remix,85,0,89,0,96244,5482303,2.02936E+11,0.002701494,,,
3680,Eminem ,In Too Deep,11,0,19,0,1235069,5476323,2.02936E+11,0.002698547,,,
3681,Joji ,TEST DRIVE,22,0,71,0,431055,5475550,2.02936E+11,0.002698166,,,
3682,Lil Uzi Vert ,Two®,17,1,9,0,997179,5475481,2.02936E+11,0.002698132,,,
3683,Jonathan Groff ,You'll Be Back,20,0,81,0,331717,5468823,2.02936E+11,0.002694852,,,
3684,NF ,LOST,18,0,22,0,593110,5465038,2.02936E+11,0.002692986,,,
3685,Coolio ,Gangsta's Paradise,17,1,6,0,862057,5464429,2.02936E+11,0.002692686,,,
3686,Chris Young ,I'm Comin' Over,58,0,136,0,121560,5461650,2.02936E+11,0.002691317,,,
3687,"Tyler, The Creator ","Come On, Let's Go",19,0,39,0,457176,5454835,2.02936E+11,0.002687959,,,
3688,One Direction ,Love You Goodbye,27,0,33,0,426068,5432989,2.02936E+11,0.002677194,,,
3689,J Balvin ,Otra Noche Sin Ti,20,0,57,0,559601,5432011,2.02936E+11,0.002676712,,,
3690,Billie Eilish ,The 30th,15,0,22,0,605093,5422895,2.02936E+11,0.00267222,,,
3691,Luke Combs ,Doin' This,15,0,20,0,609323,5420634,2.02936E+11,0.002671106,,,
3692,Huncho Jack ,Motorcycle Patches,18,1,9,0,963544,5400148,2.02936E+11,0.002661011,,,
3693,Bad Bunny ,Que Malo,13,0,30,0,773288,5390727,2.02936E+11,0.002656368,,,
3694,Nicki Minaj ,Bussin,15,1,10,0,763327,5389017,2.02936E+11,0.002655526,,,
3695,Twenty One Pilots ,Morph,14,0,22,0,896893,5384268,2.02936E+11,0.002653186,,,
3696,Drake ,You & The 6,38,0,28,0,292710,5375819,2.02936E+11,0.002649022,,,
3697,Eminem ,Lock It Up,13,0,37,0,882387,5373177,2.02936E+11,0.00264772,,,
3698,Ski Mask The Slump God ,OOGA BOOGA!,17,0,87,0,379971,5362006,2.02936E+11,0.002642216,,,
3699,SZA ,The Other Side (from Trolls World Tour),15,0,33,0,686442,5357682,2.02936E+11,0.002640085,,,
3700,Justin Bieber ,Home To Mama,63,0,83,0,109483,5353590,2.02936E+11,0.002638069,,,
3701,A$AP Rocky ,Lord Pretty Flacko Jodye 2 (LPFJ2),40,0,16,0,348869,5348304,2.02936E+11,0.002635464,,,
3702,XXXTENTACION ,One Minute,9,1,6,0,1541329,5347255,2.02936E+11,0.002634947,,,
3703,Big Sean ,Owe Me,19,0,30,0,499194,5340352,2.02936E+11,0.002631545,,,
3704,Katy Perry ,Harleys In Hawaii,18,0,38,0,530375,5336733,2.02936E+11,0.002629762,,,
3705,Kygo ,Kids in Love,20,0,34,0,578957,5336676,2.02936E+11,0.002629734,,,
3706,Walker Hayes ,You Broke Up with Me,27,0,152,0,219479,5334215,2.02936E+11,0.002628521,,,
3707,Kid Cudi ,Dive,8,0,21,0,1598355,5332813,2.02936E+11,0.00262783,,,
3708,Lana Del Rey ,Summer Bummer,21,0,51,0,446610,5329147,2.02936E+11,0.002626024,,,
3709,Tory Lanez ,B.I.D,23,0,94,0,331573,5325306,2.02936E+11,0.002624131,,,
3710,Yo Gotti ,Castro,34,0,141,0,181835,5324558,2.02936E+11,0.002623763,,,
3711,The Kid LAROI ,TRAGIC,18,0,25,0,561096,5323672,2.02936E+11,0.002623326,,,
3712,Frank Ocean ,Thinkin Bout You,62,0,86,0,224213,5321713,2.02936E+11,0.002622361,,,
3713,Travis Scott ,The Plan,13,0,20,0,664963,5320660,2.02936E+11,0.002621842,,,
3714,Eric Church ,Talladega,81,0,130,0,79587,5316760,2.02936E+11,0.00261992,,,
3715,Ed Sheeran ,BLOW,16,0,33,0,609126,5313921,2.02936E+11,0.002618521,,,
3716,OneRepublic ,Run,24,0,86,0,320926,5303570,2.02936E+11,0.00261342,,,
3717,Mac Miller ,What's the Use?,16,0,26,0,694522,5301683,2.02936E+11,0.002612491,,,
3718,5 Seconds of Summer ,She Looks So Perfect,72,0,37,0,129793,5300992,2.02936E+11,0.00261215,,,
3719,Anuel AA ,Reggaetonera,15,0,32,0,578655,5298391,2.02936E+11,0.002610868,,,
3720,Van Morrison ,Brown Eyed Girl,20,0,40,0,415861,5295762,2.02936E+11,0.002609573,,,
3721,Bad Bunny ,Está Cabrón Ser Yo,13,0,37,0,697786,5287518,2.02936E+11,0.002605511,,,
3722,Taylor Swift ,This Love (Taylor’s Version),9,1,8,0,1762459,5281749,2.02936E+11,0.002602668,,,
3723,Future ,LOVE YOU BETTER,12,0,11,0,1020136,5278444,2.02936E+11,0.002601039,,,
3724,XXXTENTACION ,Floor 555,15,0,29,0,715038,5277348,2.02936E+11,0.002600499,,,
3725,Polo G ,DND,20,0,55,0,371597,5271253,2.02936E+11,0.002597496,,,
3726,Kid Cudi ,Mr. Solo Dolo III,8,0,22,0,1512093,5269192,2.02936E+11,0.00259648,,,
3727,Jax Jones ,Breathe,23,0,122,0,273476,5263555,2.02936E+11,0.002593702,,,
3728,The Weeknd ,Reminder  Remix,24,0,64,0,319840,5260581,2.02936E+11,0.002592237,,,
3729,Lil Yachty ,she ready,21,0,64,0,487860,5258656,2.02936E+11,0.002591288,,,
3730,Nipsey Hussle ,Last Time That I Checc'd,16,0,33,0,600413,5257779,2.02936E+11,0.002590856,,,
3731,Frank Ocean ,Nikes,27,0,59,0,308013,5256026,2.02936E+11,0.002589992,,,
3732,Rihanna ,Disturbia,13,0,24,0,772629,5252376,2.02936E+11,0.002588194,,,
3733,Sam Smith ,My Oasis,21,0,53,0,491878,5251099,2.02936E+11,0.002587564,,,
3734,Luke Bryan ,I See You,68,0,111,0,91713,5246285,2.02936E+11,0.002585192,,,
3735,Lil Baby ,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),14,0,16,0,1043244,5238288,2.02936E+11,0.002581252,,,
3736,Armin van Buuren ,Another You,44,0,56,0,166741,5226099,2.02936E+11,0.002575245,,,
3737,Bing Crosby ,Twelve Days Of Christmas,12,0,78,0,650136,5215292,2.02936E+11,0.00256992,,,
3738,Lil Uzi Vert ,Urgency,10,0,17,0,1248273,5211542,2.02936E+11,0.002568072,,,
3739,Taylor Swift ,Fearless (Taylor’s Version),9,1,4,0,1690098,5211462,2.02936E+11,0.002568033,,,
3740,Rob $tone ,Chill Bill REMIX,27,0,83,0,255062,5210532,2.02936E+11,0.002567574,,,
3741,Lorde ,Liability,21,0,56,0,441456,5210235,2.02936E+11,0.002567428,,,
3742,Bad Bunny ,HACIENDO QUE ME AMAS,13,0,17,0,838633,5197341,2.02936E+11,0.002561074,,,
3743,Playboi Carti ,Slay3r,14,0,15,0,897538,5193396,2.02936E+11,0.00255913,,,
3744,Morgan Wallen ,Wonderin’ Bout The Wind,16,0,26,0,647450,5192030,2.02936E+11,0.002558457,,,
3745,Chucho Flash ,Tu Sabes Que Te Quiero,23,0,89,0,311115,5186043,2.02936E+11,0.002555507,,,
3746,NOTD ,So Close,22,0,149,0,275692,5183765,2.02936E+11,0.002554385,,,
3747,Young Thug ,High,15,0,60,0,622522,5180306,2.02936E+11,0.00255268,,,
3748,A$AP Ferg ,Move Ya Hips,15,0,29,0,668594,5179812,2.02936E+11,0.002552437,,,
3749,Rihanna ,"Yeah, I Said It",41,0,73,0,190723,5179570,2.02936E+11,0.002552317,,,
3750,Drake ,Landed,10,0,13,0,1453285,5178121,2.02936E+11,0.002551603,,,
3751,Zach Bryan ,"Burn, Burn, Burn",18,0,30,0,543880,5175434,2.02936E+11,0.002550279,,,
3752,DJ Khaled ,Gold Slugs,38,0,57,0,210144,5170273,2.02936E+11,0.002547736,,,
3753,Justin Bieber ,Loved By You,14,0,21,0,859926,5164575,2.02936E+11,0.002544928,,,
3754,Jake Owen ,Real Life,54,0,70,0,140226,5163677,2.02936E+11,0.002544486,,,
3755,Kygo ,Not Ok,18,0,34,0,597005,5160687,2.02936E+11,0.002543013,,,
3756,Southside ,Hold That Heat,16,1,8,0,668388,5156031,2.02936E+11,0.002540718,,,
3757,Alexander 23 ,IDK You Yet,24,0,145,0,233798,5149303,2.02936E+11,0.002537403,,,
3758,Lorde ,Perfect Places,21,0,63,0,394444,5142234,2.02936E+11,0.002533919,,,
3759,Justin Bieber ,Love You Different,13,0,18,0,922789,5141030,2.02936E+11,0.002533326,,,
3760,XXXTENTACION ,SMASH!,16,0,34,0,651154,5139578,2.02936E+11,0.002532611,,,
3761,Ariana Grande ,successful,14,0,26,0,833246,5133578,2.02936E+11,0.002529654,,,
3762,Drake ,Not You Too,9,1,8,0,1660356,5132342,2.02936E+11,0.002529045,,,
3763,Khalid ,Free Spirit,13,0,23,0,905436,5124908,2.02936E+11,0.002525382,,,
3764,Nipsey Hussle ,Dedication,16,0,31,0,626420,5124168,2.02936E+11,0.002525017,,,
3765,Lil Wayne ,Mess,10,0,23,0,1216954,5122974,2.02936E+11,0.002524429,,,
3766,Beyoncé ,HEATED,13,0,21,0,879757,5114376,2.02936E+11,0.002520192,,,
3767,KIDS SEE GHOSTS ,Kids See Ghosts,10,0,20,0,891070,5113358,2.02936E+11,0.00251969,,,
3768,Beyoncé ,THIQUE,13,0,19,0,900192,5112374,2.02936E+11,0.002519205,,,
3769,Taylor Swift ,Come Back...Be Here (Taylor's Version),10,0,27,0,1174142,5109939,2.02936E+11,0.002518006,,,
3770,Anuel AA ,Ella Quiere Beber  Remix,24,0,180,0,235838,5109824,2.02936E+11,0.002517949,,,
3771,Lil Uzi Vert ,Got The Guap,14,0,24,0,949425,5105797,2.02936E+11,0.002515965,,,
3772,XXXTENTACION ,STARING AT THE SKY,9,1,10,0,1393662,5102477,2.02936E+11,0.002514329,,,
3773,Juice WRLD ,"The Man, The Myth, The Legend  Interlude",10,0,22,0,1434200,5102324,2.02936E+11,0.002514253,,,
3774,Halsey ,So Good,14,0,21,0,700448,5096204,2.02936E+11,0.002511237,,,
3775,6ix9ine ,KANGA,11,0,12,0,991302,5094630,2.02936E+11,0.002510462,,,
3776,Juice WRLD ,Juice WRLD Speaks From Heaven  Outro,10,0,20,0,1526442,5094409,2.02936E+11,0.002510353,,,
3777,Juice WRLD ,Ring Ring,15,0,44,0,639103,5083782,2.02936E+11,0.002505116,,,
3778,Cordae ,Gifted,17,0,23,0,598095,5083130,2.02936E+11,0.002504795,,,
3779,Peter Manos ,In My Head,20,0,109,0,317787,5080154,2.02936E+11,0.002503329,,,
3780,Why Don't We ,What Am I,23,0,154,0,241073,5077344,2.02936E+11,0.002501944,,,
3781,DaBaby ,POP STAR,14,0,16,0,948096,5073569,2.02936E+11,0.002500084,,,
3782,Lil Nas X ,LOST IN THE CITADEL,12,0,17,0,954235,5068705,2.02936E+11,0.002497687,,,
3783,Maroon 5 ,It Was Always You,46,0,21,0,204121,5067617,2.02936E+11,0.002497151,,,
3784,Juice WRLD ,Face 2 Face,11,0,23,0,984211,5065097,2.02936E+11,0.002495909,,,
3785,Delacey ,Cruel Intentions,18,0,48,0,386800,5065022,2.02936E+11,0.002495872,,,
3786,21 Savage ,break da law,13,0,13,0,1054877,5061370,2.02936E+11,0.002494072,,,
3787,Nat King Cole ,O Come All Ye Faithful,13,0,63,0,804962,5058003,2.02936E+11,0.002492413,,,
3788,Lil Baby ,Pop Out,12,1,8,0,980601,5055290,2.02936E+11,0.002491076,,,
3789,A Boogie Wit da Hoodie ,Bleed,16,0,25,0,546147,5052000,2.02936E+11,0.002489455,,,
3790,Kelsea Ballerini ,Love Me Like You Mean It,49,0,71,0,135939,5042535,2.02936E+11,0.002484791,,,
3791,J.I the Prince of N.Y ,Need Me,23,0,157,0,248507,5042249,2.02936E+11,0.00248465,,,
3792,Gunna ,25k jacket,14,0,25,0,817699,5041133,2.02936E+11,0.0024841,,,
3793,Jason Derulo ,Try Me,47,0,55,0,167681,5040622,2.02936E+11,0.002483849,,,
3794,Pharrell Williams ,Down In Atlanta,12,0,23,0,742065,5040244,2.02936E+11,0.002483662,,,
3795,Taylor Swift ,The Lucky One (Taylor's Version),9,0,23,0,1261096,5039035,2.02936E+11,0.002483067,,,
3796,Shawn Mendes ,Lost In Japan  Remix,22,0,112,0,370246,5034975,2.02936E+11,0.002481066,,,
3797,Tory Lanez ,Broke Leg,18,0,61,0,448542,5020300,2.02936E+11,0.002473835,,,
3798,John Mayer ,Last Train Home,14,0,24,0,765262,5017516,2.02936E+11,0.002472463,,,
3799,Leslie Odom Jr. ,Alexander Hamilton,20,0,99,0,291409,5010199,2.02936E+11,0.002468857,,,
3800,Demi Lovato ,Anyone,14,0,47,0,547564,5008334,2.02936E+11,0.002467938,,,
3801,Tame Impala ,Lost In Yesterday,16,0,48,0,487476,5007655,2.02936E+11,0.002467603,,,
3802,Keith Urban ,Somewhere In My Car,80,0,91,0,80688,5003982,2.02936E+11,0.002465794,,,
3803,Lana Del Rey ,High By The Beach,41,0,48,0,205736,5003957,2.02936E+11,0.002465781,,,
3804,Big Sean ,Play No Games,48,0,30,0,223249,5001548,2.02936E+11,0.002464594,,,
3805,Pop Smoke ,44 BullDog,13,1,10,0,983538,5000687,2.02936E+11,0.00246417,,,
3806,Kanye West ,Jail pt 2,11,0,22,0,988731,4996131,2.02936E+11,0.002461925,,,
3807,Ariana Grande ,better off,14,0,27,0,781086,4995927,2.02936E+11,0.002461824,,,
3808,Galantis ,Peanut Butter Jelly,55,0,81,0,130372,4992193,2.02936E+11,0.002459984,,,
3809,Olly Murs ,Wrapped Up,57,0,68,0,116551,4991941,2.02936E+11,0.00245986,,,
3810,YoungBoy Never Broke Again ,My Window,15,0,16,0,692581,4991063,2.02936E+11,0.002459428,,,
3811,Juice WRLD ,Doom,11,1,10,0,1096293,4982621,2.02936E+11,0.002455268,,,
3812,Selena Gomez ,My Mind & Me,14,0,61,0,597692,4982250,2.02936E+11,0.002455085,,,
3813,Metro Boomin ,All The Money,9,0,32,0,803436,4979166,2.02936E+11,0.002453565,,,
3814,Key Glock ,Ambition For Cash,21,0,115,0,281207,4977902,2.02936E+11,0.002452942,,,
3815,Tech N9ne ,Face Off,21,0,99,0,277108,4976912,2.02936E+11,0.002452454,,,
3816,Drake ,Intro,6,1,5,0,2633372,4975568,2.02936E+11,0.002451792,,,
3817,Kendrick Lamar ,The Blacker The Berry,41,0,13,0,429651,4973207,2.02936E+11,0.002450629,,,
3818,Kid Cudi ,Heaven On Earth,8,0,24,0,1460614,4971240,2.02936E+11,0.002449659,,,
3819,Taylor Swift ,Sad Beautiful Tragic (Taylor's Version),9,0,24,0,1246162,4970697,2.02936E+11,0.002449392,,,
3820,"Tyler, The Creator ",I DON'T LOVE YOU ANYMORE,12,0,20,0,1043748,4968017,2.02936E+11,0.002448071,,,
3821,Sam Hunt ,Kinfolks,19,0,55,0,427907,4967848,2.02936E+11,0.002447988,,,
3822,Bad Bunny ,Una Vez,13,0,43,0,657841,4962382,2.02936E+11,0.002445294,,,
3823,Mariah Carey ,All I Want For Christmas Is You  Original Version,21,0,20,0,336848,4954032,2.02936E+11,0.00244118,,,
3824,Beyoncé ,MOOD 4 EVA,13,0,22,0,693545,4953782,2.02936E+11,0.002441057,,,
3825,Halsey ,"I am not a woman, I'm a god",14,0,17,0,684817,4951146,2.02936E+11,0.002439758,,,
3826,Anuel AA ,Narcos,15,0,45,0,451169,4950928,2.02936E+11,0.00243965,,,
3827,Billie Eilish ,Halley's Comet,14,0,23,0,737929,4949477,2.02936E+11,0.002438935,,,
3828,One Direction ,If I Could Fly,26,0,31,0,367772,4948034,2.02936E+11,0.002438224,,,
3829,Eminem ,Premonition  Intro,9,0,13,0,1423148,4943065,2.02936E+11,0.002435776,,,
3830,Jhené Aiko ,Triggered (freestyle),16,0,62,0,505420,4940245,2.02936E+11,0.002434386,,,
3831,Nick Jonas ,Jealous  Remix,55,0,107,0,111219,4937937,2.02936E+11,0.002433249,,,
3832,Nicki Minaj ,Rich Sex,15,0,50,0,483113,4933337,2.02936E+11,0.002430982,,,
3833,Future ,Trillionaire,13,0,12,0,940001,4916208,2.02936E+11,0.002422542,,,
3834,Charlie Puth ,I Warned Myself,20,0,82,0,371811,4914069,2.02936E+11,0.002421487,,,
3835,Stevie Wonder ,Superstition  Single Version,18,0,25,0,548463,4909331,2.02936E+11,0.002419153,,,
3836,Tory Lanez ,Stupid Again,14,0,12,0,743481,4894089,2.02936E+11,0.002411642,,,
3837,Avicii ,For A Better Day,39,0,63,0,279210,4891566,2.02936E+11,0.002410399,,,
3838,A Boogie Wit da Hoodie ,Might Not Give Up,13,0,30,0,791861,4890671,2.02936E+11,0.002409958,,,
3839,Gwen Stefani ,Used To Love You,45,0,107,0,133681,4887178,2.02936E+11,0.002408236,,,
3840,Taylor Swift ,The Moment I Knew (Taylor's Version),9,0,29,0,1159963,4881118,2.02936E+11,0.00240525,,,
3841,Lil Uzi Vert ,Lotus,10,1,5,0,1450097,4879604,2.02936E+11,0.002404504,,,
3842,Trevor Daniel ,Past Life,21,0,87,0,309410,4877534,2.02936E+11,0.002403484,,,
3843,Taylor Swift ,You Belong With Me (Taylor’s Version),9,1,6,0,1518370,4875738,2.02936E+11,0.002402599,,,
3844,Gucci Mane ,P**** Print,26,0,27,0,478698,4875196,2.02936E+11,0.002402332,,,
3845,Ariana Grande ,raindrops (an angel cried),13,0,15,0,1027430,4873707,2.02936E+11,0.002401598,,,
3846,Taylor Swift ,Starlight (Taylor's Version),9,0,25,0,1205790,4869697,2.02936E+11,0.002399622,,,
3847,Future ,That’s It,13,0,15,0,778812,4867383,2.02936E+11,0.002398482,,,
3848,One Direction ,A.M.,26,0,37,0,338191,4866954,2.02936E+11,0.002398271,,,
3849,Lil Baby ,Never Hating,13,0,14,0,805505,4862719,2.02936E+11,0.002396184,,,
3850,Morgan Wallen ,Up Down,23,0,157,0,235123,4860039,2.02936E+11,0.002394863,,,
3851,Future ,Sorry,21,0,64,0,333881,4859069,2.02936E+11,0.002394385,,,
3852,Eminem ,Believe,12,1,10,0,846354,4857849,2.02936E+11,0.002393784,,,
3853,Metallica ,Enter Sandman,21,0,145,0,249324,4857666,2.02936E+11,0.002393694,,,
3854,Jason Derulo ,If I'm Lucky,23,0,72,0,360438,4856244,2.02936E+11,0.002392993,,,
3855,Kid Cudi ,love.,13,0,17,0,752487,4852365,2.02936E+11,0.002391082,,,
3856,Brent Faiyaz ,Wasting Time ( feat. Drake ),14,0,14,0,832396,4847096,2.02936E+11,0.002388485,,,
3857,Kid Cudi ,Sad People,8,0,25,0,1334868,4833931,2.02936E+11,0.002381998,,,
3858,Pusha T ,Scrape It Off,14,1,6,0,706777,4833354,2.02936E+11,0.002381714,,,
3859,Kanye West ,Ok Ok pt 2,6,1,4,0,2849877,4829761,2.02936E+11,0.002379943,,,
3860,Anuel AA ,Fútbol & Rumba,14,0,36,0,496935,4828094,2.02936E+11,0.002379122,,,
3861,Bazzi ,Young & Alive,18,0,84,0,454835,4819526,2.02936E+11,0.0023749,,,
3862,Ashnikko ,STUPID,22,0,147,0,247813,4814708,2.02936E+11,0.002372526,,,
3863,H.E.R. ,Slide,20,0,151,0,268550,4813384,2.02936E+11,0.002371873,,,
3864,Halsey ,Strangers,18,0,56,0,423851,4810693,2.02936E+11,0.002370547,,,
3865,Bryson Tiller ,Outta Time,12,0,16,0,1044550,4799686,2.02936E+11,0.002365123,,,
3866,Gucci Mane ,Solitaire,19,0,84,0,328576,4786894,2.02936E+11,0.00235882,,,
